,Chepica,Chimbarongo,Codegua,Coinco,Coltauco,Donihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machali,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requinoa,San Fernando,San Vicente,Santa Cruz,Desconocido O’Higgins
2021-02-26,12.0,22.0,10.0,5.0,12.0,11.0,25.0,2.0,38.0,5.0,0.0,45.0,5.0,1.0,4.0,35.0,3.0,25.0,3.0,1.0,13.0,22.0,23.0,51.0,5.0,0.0,15.0,195.0,82.0,17.0,55.0,54.0,31.0,4.0
2021-03-01,5.0,15.0,2.0,5.0,14.0,16.0,19.0,5.0,27.0,6.0,3.0,29.0,2.0,3.0,10.0,24.0,14.0,37.0,37.0,2.0,15.0,7.0,17.0,31.0,9.0,3.0,7.0,159.0,50.0,14.0,57.0,59.0,22.0,0.0
2021-03-05,9.0,29.0,8.0,2.0,12.0,27.0,9.0,1.0,15.0,7.0,3.0,57.0,16.0,6.0,15.0,58.0,14.0,47.0,21.0,1.0,18.0,22.0,28.0,53.0,4.0,0.0,21.0,225.0,96.0,30.0,88.0,46.0,28.0,15.0
2021-03-08,12.0,23.0,2.0,4.0,12.0,18.0,11.0,4.0,20.0,11.0,4.0,46.0,13.0,7.0,7.0,40.0,11.0,30.0,13.0,8.0,12.0,18.0,14.0,44.0,5.0,1.0,15.0,194.0,79.0,13.0,104.0,40.0,31.0,13.0
2021-03-12,13.0,43.0,0.0,7.0,20.0,18.0,25.0,4.0,28.0,3.0,5.0,55.0,12.0,8.0,15.0,50.0,15.0,53.0,15.0,4.0,17.0,26.0,33.0,35.0,9.0,0.0,9.0,251.0,101.0,24.0,148.0,50.0,44.0,4.0
2021-03-15,26.0,39.0,6.0,3.0,14.0,21.0,24.0,8.0,25.0,3.0,3.0,28.0,9.0,2.0,19.0,25.0,15.0,22.0,18.0,1.0,5.0,10.0,25.0,29.0,9.0,0.0,9.0,182.0,71.0,18.0,151.0,41.0,35.0,11.0
2021-03-19,27.0,51.0,17.0,9.0,16.0,20.0,51.0,8.0,13.0,11.0,0.0,64.0,18.0,1.0,17.0,49.0,4.0,46.0,40.0,6.0,16.0,10.0,37.0,44.0,11.0,1.0,15.0,356.0,103.0,36.0,225.0,53.0,80.0,1.0
2021-03-22,38.0,47.0,19.0,2.0,18.0,12.0,67.0,2.0,17.0,11.0,1.0,31.0,9.0,8.0,20.0,27.0,15.0,25.0,14.0,1.0,13.0,23.0,10.0,25.0,18.0,1.0,7.0,284.0,66.0,22.0,154.0,57.0,45.0,15.0
2021-03-26,37.0,67.0,12.0,4.0,31.0,32.0,61.0,4.0,22.0,19.0,1.0,51.0,32.0,5.0,19.0,38.0,8.0,32.0,17.0,5.0,17.0,12.0,16.0,42.0,16.0,4.0,16.0,326.0,60.0,18.0,258.0,55.0,38.0,2.0
2021-03-29,15.0,58.0,17.0,3.0,14.0,13.0,62.0,4.0,21.0,13.0,2.0,41.0,10.0,14.0,23.0,39.0,3.0,22.0,10.0,1.0,16.0,19.0,18.0,26.0,25.0,6.0,12.0,274.0,72.0,28.0,217.0,45.0,24.0,22.0
2021-04-02,21.0,75.0,25.0,1.0,14.0,14.0,77.0,2.0,34.0,20.0,6.0,48.0,25.0,17.0,35.0,53.0,13.0,22.0,8.0,3.0,41.0,15.0,20.0,31.0,30.0,6.0,12.0,495.0,78.0,40.0,228.0,66.0,55.0,-5.0
2021-04-05,8.0,55.0,13.0,1.0,21.0,22.0,54.0,9.0,39.0,12.0,4.0,32.0,12.0,10.0,19.0,23.0,4.0,21.0,8.0,6.0,25.0,6.0,23.0,20.0,17.0,8.0,12.0,260.0,33.0,43.0,228.0,42.0,18.0,0.0
2021-04-09,29.0,82.0,22.0,10.0,20.0,19.0,81.0,7.0,41.0,8.0,3.0,56.0,30.0,14.0,21.0,39.0,5.0,28.0,15.0,5.0,32.0,14.0,42.0,18.0,38.0,12.0,14.0,412.0,97.0,50.0,266.0,82.0,42.0,12.0
2021-04-12,25.0,78.0,22.0,1.0,12.0,14.0,59.0,10.0,41.0,11.0,8.0,50.0,31.0,12.0,31.0,32.0,3.0,14.0,14.0,2.0,19.0,17.0,45.0,18.0,17.0,2.0,17.0,331.0,56.0,48.0,155.0,68.0,28.0,12.0
2021-04-16,28.0,67.0,21.0,4.0,19.0,12.0,68.0,6.0,47.0,13.0,7.0,51.0,18.0,16.0,63.0,47.0,5.0,15.0,17.0,15.0,33.0,14.0,38.0,14.0,26.0,1.0,11.0,363.0,107.0,44.0,235.0,80.0,40.0,0.0
2021-04-19,24.0,73.0,20.0,2.0,14.0,20.0,66.0,2.0,38.0,11.0,3.0,54.0,7.0,18.0,33.0,34.0,4.0,25.0,12.0,16.0,13.0,19.0,44.0,12.0,21.0,1.0,10.0,252.0,88.0,49.0,154.0,55.0,32.0,3.0
2021-04-23,32.0,75.0,24.0,4.0,14.0,14.0,85.0,3.0,29.0,10.0,3.0,47.0,17.0,9.0,39.0,26.0,6.0,5.0,19.0,20.0,9.0,16.0,22.0,21.0,9.0,4.0,14.0,324.0,120.0,58.0,176.0,52.0,27.0,16.0
2021-04-26,10.0,40.0,13.0,4.0,18.0,10.0,39.0,3.0,31.0,3.0,2.0,50.0,24.0,5.0,31.0,15.0,3.0,11.0,21.0,10.0,14.0,9.0,14.0,7.0,7.0,2.0,16.0,233.0,64.0,66.0,119.0,47.0,19.0,16.0
2021-04-30,9.0,43.0,26.0,9.0,26.0,22.0,71.0,1.0,72.0,4.0,3.0,59.0,22.0,10.0,44.0,22.0,2.0,23.0,28.0,14.0,35.0,13.0,25.0,6.0,10.0,8.0,23.0,377.0,100.0,53.0,139.0,47.0,26.0,-8.0
2021-05-03,8.0,20.0,16.0,6.0,18.0,14.0,34.0,1.0,31.0,7.0,3.0,37.0,21.0,9.0,27.0,29.0,3.0,19.0,27.0,19.0,12.0,8.0,7.0,17.0,12.0,10.0,20.0,234.0,76.0,40.0,82.0,26.0,19.0,14.0
2021-05-07,23.0,30.0,22.0,13.0,12.0,12.0,42.0,3.0,38.0,3.0,3.0,58.0,16.0,14.0,35.0,47.0,2.0,14.0,20.0,13.0,16.0,8.0,11.0,14.0,19.0,13.0,14.0,357.0,106.0,51.0,106.0,45.0,30.0,0.0
2021-05-10,26.0,22.0,16.0,6.0,23.0,21.0,46.0,0.0,41.0,20.0,5.0,49.0,12.0,4.0,24.0,19.0,5.0,15.0,19.0,10.0,21.0,14.0,9.0,4.0,25.0,11.0,7.0,258.0,78.0,43.0,60.0,38.0,27.0,17.0
2021-05-14,17.0,26.0,17.0,9.0,6.0,18.0,59.0,1.0,70.0,4.0,6.0,54.0,29.0,4.0,56.0,25.0,8.0,16.0,10.0,7.0,18.0,11.0,15.0,8.0,12.0,5.0,17.0,328.0,81.0,51.0,80.0,53.0,39.0,-2.0
2021-05-17,26.0,29.0,7.0,17.0,17.0,14.0,30.0,0.0,59.0,8.0,1.0,56.0,21.0,5.0,35.0,19.0,7.0,17.0,4.0,2.0,10.0,19.0,4.0,7.0,12.0,1.0,18.0,358.0,74.0,47.0,51.0,63.0,39.0,9.0
2021-05-21,32.0,37.0,30.0,17.0,24.0,32.0,50.0,2.0,89.0,12.0,5.0,79.0,30.0,4.0,66.0,35.0,25.0,24.0,14.0,5.0,31.0,17.0,15.0,20.0,9.0,11.0,18.0,502.0,101.0,76.0,70.0,71.0,38.0,3.0
2021-05-24,19.0,25.0,13.0,6.0,17.0,23.0,40.0,1.0,55.0,16.0,2.0,45.0,9.0,14.0,33.0,12.0,10.0,14.0,11.0,10.0,13.0,14.0,20.0,11.0,7.0,7.0,6.0,391.0,91.0,44.0,44.0,41.0,21.0,10.0
2021-05-28,4.0,43.0,12.0,8.0,24.0,30.0,68.0,1.0,58.0,6.0,10.0,69.0,30.0,9.0,61.0,27.0,14.0,24.0,25.0,7.0,18.0,31.0,16.0,9.0,11.0,8.0,13.0,570.0,121.0,65.0,65.0,33.0,38.0,13.0
2021-05-31,13.0,16.0,15.0,18.0,27.0,38.0,52.0,2.0,42.0,14.0,8.0,62.0,29.0,8.0,60.0,8.0,17.0,19.0,13.0,4.0,7.0,14.0,16.0,15.0,11.0,1.0,10.0,456.0,84.0,39.0,52.0,39.0,51.0,2.0
2021-06-04,23.0,46.0,33.0,12.0,17.0,27.0,63.0,1.0,54.0,16.0,14.0,120.0,41.0,9.0,68.0,22.0,10.0,27.0,6.0,8.0,20.0,22.0,32.0,27.0,12.0,3.0,25.0,714.0,123.0,38.0,101.0,51.0,55.0,8.0
2021-06-07,20.0,30.0,20.0,11.0,36.0,31.0,67.0,0.0,43.0,19.0,5.0,84.0,23.0,5.0,56.0,12.0,10.0,20.0,7.0,4.0,8.0,32.0,21.0,21.0,8.0,14.0,15.0,439.0,97.0,29.0,41.0,52.0,25.0,10.0
2021-06-11,28.0,56.0,26.0,8.0,19.0,40.0,65.0,0.0,23.0,18.0,5.0,86.0,28.0,13.0,65.0,12.0,24.0,44.0,3.0,11.0,15.0,28.0,35.0,25.0,13.0,2.0,9.0,589.0,131.0,30.0,105.0,61.0,46.0,3.0
2021-06-14,15.0,42.0,14.0,13.0,27.0,29.0,57.0,0.0,21.0,11.0,8.0,57.0,13.0,9.0,52.0,21.0,26.0,13.0,2.0,4.0,8.0,21.0,35.0,15.0,9.0,6.0,11.0,359.0,98.0,43.0,50.0,68.0,35.0,10.0
2021-06-18,33.0,39.0,22.0,3.0,12.0,24.0,89.0,3.0,31.0,14.0,6.0,86.0,16.0,8.0,72.0,9.0,14.0,20.0,12.0,10.0,5.0,17.0,46.0,16.0,19.0,5.0,13.0,430.0,83.0,31.0,95.0,61.0,67.0,-4.0
2021-06-21,28.0,34.0,16.0,11.0,6.0,23.0,53.0,3.0,20.0,9.0,6.0,58.0,8.0,5.0,33.0,13.0,17.0,12.0,15.0,4.0,7.0,13.0,23.0,18.0,6.0,7.0,15.0,281.0,65.0,27.0,70.0,39.0,32.0,5.0
2021-06-25,23.0,48.0,7.0,5.0,9.0,26.0,29.0,2.0,30.0,5.0,4.0,37.0,15.0,3.0,48.0,6.0,8.0,7.0,4.0,6.0,6.0,19.0,14.0,15.0,14.0,4.0,13.0,249.0,46.0,14.0,53.0,45.0,28.0,-2.0
2021-06-28,13.0,22.0,4.0,0.0,11.0,11.0,29.0,5.0,31.0,16.0,4.0,39.0,7.0,2.0,24.0,12.0,4.0,7.0,4.0,1.0,2.0,7.0,15.0,35.0,9.0,0.0,13.0,171.0,33.0,24.0,44.0,38.0,21.0,5.0
2021-07-02,6.0,19.0,7.0,1.0,6.0,3.0,32.0,7.0,23.0,3.0,3.0,38.0,6.0,1.0,35.0,20.0,3.0,0.0,2.0,1.0,3.0,11.0,7.0,8.0,3.0,0.0,11.0,170.0,44.0,19.0,33.0,22.0,25.0,-1.0
